Property_id,rent
3419,1269.45
795,388.4875
1535,368.95
1040,797.7166666666666
5002,634.1464285714286
10696,529.3
11125,801.1383333333333
8421,728.25
1618,573.85
6400,348.50875
8483,403.1
9163,794.1343571428572
5036,490.90333333333336
8673,410.1585317460317
9229,279.3375
5445,173.445
6910,871.2474603174603
281,1056.3
1115,299.25
773,347.325
709,445.64166666666665
13288,927.8416666666667
10826,228.52785714285713
7317,751.9166666666665
12448,364.58333333333337
9162,470.10401701076694
11877,165.855
3704,299.225
10435,396.22916666666663
2875,378.9258333333333
5427,416.2739087301588
7823,507.29
7158,569.2875
3446,266.325
12483,452.1993609022556
12967,628.2934523809524
978,417.68154761904754
4401,215.85833333333332
32,828.6708333333335
5340,299.18780212842705
1576,456.4211904761905
340,386.587619047619
8779,861.9414502164503
11735,276.275
4368,337.46333333333337
6747,1181.8333333333333
2086,336.1125
11243,402.9594444444445
7554,1082.3
6299,364.7118452380952
2496,1425.35
3956,393.7
3939,322.50404761904764
11014,206.13333333333335
9631,314.0151770451771
3515,315.425
3342,661.6430555555555
469,1823.5
12488,189.72750000000005
4465,1218.4625
11219,425.64960317460327
4342,386.18
7982,292.3
6302,512.0208333333333
2975,449.1124543650796
103,957.2
2202,260.2836904761905
3781,423.8075
6462,834.0
2460,570.302
5217,364.60079365079355
3920,815.5194444444444
5372,262.7003571428571
8288,513.4625000000001
11709,401.84583333333336
2440,164.17458333333332
9103,3319.65
8467,1266.1433333333332
10494,1331.1076190476192
6070,297.475
8766,434.0458333333333
5748,971.375
9244,393.8230357142858
8630,256.5333333333333
14047,390.1083333333333
8508,564.55
7259,1056.3929166666667
12605,324.0
9945,566.7041666666667
9380,1115.71
6202,1373.8
3786,873.8858333333334
5660,361.95
9465,497.155
12190,353.9125
3026,677.2999999999998
5913,1107.625
10260,1658.4
4639,455.975
9728,527.2791666666667
5141,1128.775
11319,482.9008928571429
8551,2631.75
5080,604.4158333333332
625,487.43650396825416
7137,488.0728571428572
5923,570.8207142857143
7255,252.25130952380954
12729,207.05
11108,1068.8333333333333
9460,432.26636904761904
10535,436.3756705859502
6373,413.02
11851,371.6941666666667
10586,1219.8460317460317
6344,490.32625
10145,1181.8333333333333
1769,285.6133333333333
6903,773.75
361,1350.0261904761905
4605,486.2816666666668
13937,207.7
10086,303.075
182,136.83125
3025,334.67351010101015
8560,744.4916666666666
748,832.045
2535,349.0325
7969,914.945
4964,541.0288333333333
3822,573.3427777777778
4044,885.97
4353,1102.8875
3951,479.3044687950938
4065,839.85
12610,356.09166666666664
1890,203.6102976190476
4402,250.27535714285713
12208,549.65
2929,585.6151587301587
1112,346.22
6490,849.625
5847,687.7716666666668
6193,394.97242965367974
1563,458.55562673437663
7145,1584.3
12933,433.6779761904761
11962,747.935
11555,257.6
12285,539.7125
11515,463.315
10702,110706.75
285,374.995
11725,1027.0125
13061,464.925
11201,340.8075
2502,310.8654166666667
12251,439.0129166666666
1262,348.8416666666667
6235,3549.5
10058,480.9291666666666
9774,1139.725
7059,761.69375
5965,350.79869047619053
10779,1266.0
3300,1105.7725
1715,393.1385616466868
4751,607.3233333333334
9417,836.093253968254
13150,384.61583333333334
10079,1222.125
5174,266.6125
12856,951.43
10664,634.23
8109,266.74047619047616
11056,744.0857142857144
11180,221.04166666666669
3144,245.6625
5921,450.57577380952387
7277,245.65
8247,630.2341666666667
11942,465.575
12160,298.03375
3001,433.81878363303366
10018,281.9975
9820,452.63750000000016
13525,209.59166666666667
2118,406.83333333333337
2484,273.77738095238095
2910,877.91
5033,1092.2
9258,382.76190476190476
11002,477.8125
1494,587.139880952381
2326,333.37482142857147
7865,680.20375
2082,428.34583333333336
12487,648.1416666666667
3892,1292.8541666666665
7513,381.8601904761905
7384,483.55
9397,529.3708333333334
12295,255.3777380952381
7860,584.21
7713,405.2267261904762
1531,299.1069047619048
13319,209.35
9640,1479.05
4314,306.955
9582,500.3519047619048
10192,856.25
7646,337.2158333333333
10080,3441.15
4694,303.7125
2184,322.99375000000003
14020,764.635
8375,358.85
8654,264.26666666666665
7964,398.625
6148,698.52
9702,1010.9
451,373.675
2936,529.6342857142857
12767,431.0064393939394
13158,707.98
9962,301.68125
2520,327.62898809523807
13813,200.55238095238093
8746,1319.25
5063,773.0
8118,291.8333333333333
1741,625.79
7031,211.325
2302,901.5416666666667
10666,432.9716666666667
2537,384.7925000000001
1612,774.55
9602,268.4708333333333
7904,576.5253571428572
11648,595.0077380952381
5264,915.5614285714286
3942,1789.75
1476,1032.425
2453,246.71666666666667
178,432.07583333333326
11497,388.5716666666667
13095,1007.54
13750,465.63699999999994
12754,1565.745
458,400.98821428571426
1011,472.92916666666673
6153,535.4661614774113
2479,451.1720833333334
3888,628.8866666666668
12833,217.25
64,1094.6999999999998
3283,338.95875
971,1055.6875
6378,434.1625
9037,906.1
9097,1075.9
13703,206.15
1248,478.17361111111103
6862,849.55
8181,349.3696428571429
7230,1458.0
11184,439.31869047619045
2026,314.67083333333335
380,959.15
3317,303.60125
8389,282.63875
7799,391.96583333333336
10475,510.97819047619043
8238,981.735
4202,1252.025
1023,415.995428876679
8656,286.625
7307,343.475
1721,506.536511904762
6555,935.05
11789,377.74833333333333
5124,462.9941666666666
6843,685.75
7718,906.425
6419,1160.075
3571,355.0153571428572
10203,442.9875
11287,461.44733333333335
12398,435.6270952380953
11865,344.24863997113994
9028,1172.045
9,1136.8
8728,265.01166666666666
5900,1707.85
4192,487.1572619047619
5007,186.6
10369,284.3610119047619
4983,823.9583333333333
7055,406.83333333333337
9312,299.7429166666667
6441,528.8495833333333
9533,279.8464285714286
11915,671.71
8184,303.43977813852814
7637,797.0741666666665
5863,1185.75
6626,758.9333333333334
9705,352.1916666666667
8795,401.59142857142854
1767,323.705
10359,988.3775
7959,348.1611904761905
2821,231.92928571428575
2343,322.4082142857143
8558,645.9783333333332
10373,376.84333333333336
3644,393.7321428571429
7629,330.6261904761905
3185,404.22988095238094
3680,331.33492063492054
2747,174.88166666666663
4348,341.16319444444446
8409,1358.46
7232,1075.25
737,439.145
11312,379.08666666666664
7678,501.50833333333327
8731,295.15
3990,1016.77
11059,806.6599999999999
3352,711.44
2313,521.9350000000001
3852,812.3055952380951
4960,543.54
9673,180.9
1054,1624.8
8170,453.5949999999999
10370,294.55351190476193
3070,1296.0
7301,559.9
8869,1163.3
4430,557.35
3659,350.0
9021,216.475
9683,258.7866666666667
10994,1659.75
1035,317.1625
6244,398.6733333333333
9416,265.2375
8319,459.74047619047616
5838,521.0954166666667
9186,317.115
12476,441.2283333333334
7309,506.68083333333334
10943,735.825
9717,527.2791666666667
5911,410.96562499999993
13037,756.18
10846,219.46071428571432
2705,293.715
12697,651.0928571428572
9242,487.37500000000006
2610,293.95416666666665
11587,492.6657738095237
8413,426.13838712370284
10639,1037.66
6736,773.1
885,1160.7142857142856
2070,431.4891315628814
2272,782.605
10006,468.125
11988,421.25750000000005
7827,1082.975
5041,386.48083333333335
11710,354.15
10504,1090.5211904761904
1965,328.7541666666667
10425,848.4
11893,1297.65
2020,773.8
6330,240.9091666666667
11352,705.4
7073,380.0471428571429
5175,319.12916666666666
3997,680.06
9153,511.0802254689755
2228,359.48333333333335
587,458.75
9177,348.8416666666667
6500,271.075
5381,461.69636904761893
5291,365.39444444444445
9394,279.3375
4016,302.4483333333334
10163,505.42333333333335
1740,311.4783333333333
4773,450.99627380952376
9564,392.45833333333337
8519,1060.35
7488,320.04249999999996
12234,352.88333333333327
7869,417.3964556277058
7794,391.96583333333336
9932,346.15
2268,610.555
9067,361.2458333333333
12461,291.46666666666664
7667,501.705
10710,393.8802380952379
2678,321.9809523809524
5573,484.6946031746032
10207,873.0725198412698
8909,465.9016666666667
6724,247.475
1122,287.79082251082247
12085,414.145753968254
928,485.0011904761903
11675,677.0
12362,446.3
4027,298.06666666666666
2955,1015.9621428571429
812,413.9908333333333
1724,1169.725
11080,269.6566666666667
5460,278.4523214285714
48,1292.625
9487,285.8616666666665
2407,370.565
12895,1027.6741666666667
10499,902.07
5934,465.4675
4041,499.375
11713,717.3166666666667
11066,346.075
2088,902.3708333333333
10655,337.95
1254,366.425
2271,435.905
7077,377.49166666666673
10726,401.95690476190475
5889,394.4125
9250,470.10401701076694
9849,327.7125
9944,1163.3
5370,1292.25
5380,1419.875
11359,561.4066666666668
386,553.687738095238
4963,272.99375
8628,405.04
6698,322.1491666666666
4030,477.55
3435,428.02
9279,470.10401701076694
3752,284.3
10219,321.3625
8574,321.0850793650793
7146,340.54567460317463
6393,732.045
8127,319.8633333333333
1271,461.7915764790764
6952,574.5285822510823
8365,456.81666666666666
11342,1249.625
750,312.9025
10960,772.9958333333333
9510,152.4
13356,288.1888095238095
3207,434.84083333333336
3533,362.1963492063493
13948,257.85579365079366
5708,528.8495833333333
12477,675.435
8105,196.49499999999998
8982,611.8583333333333
3805,319.6080357142857
11974,1008.1
10537,693.7307341269843
4349,528.53
7682,438.565
9387,150.35916666666665
10638,1160.075
2767,773.0
9171,320.96333333333337
11529,176.16732142857146
9187,393.5207142857143
5933,365.08964285714285
14002,526.70275
1454,289.48125
12995,709.9375
3609,289.67083333333335
1226,470.53190476190474
534,523.5220833333335
3112,328.6169623085249
13561,253.9519047619047
8742,918.875
9750,316.27051767676767
6129,1182.1291666666666
9483,315.17559523809524
9054,977.5675
8086,541.8729166666667
10112,306.22
10558,331.4125
2215,568.665
4660,541.275
13980,694.49
1140,339.1252256077256
13659,243.825
8471,826.8125
474,540.2
7665,503.655
4075,276.4275
543,1006.25
7579,331.42999999999995
1087,328.84166666666664
10847,686.5916666666666
3222,494.0660416666667
8404,1172.7
4337,195.775
2665,718.35
7732,406.6291865079365
9612,576.725
8148,182.92
4113,301.50531746031754
8778,322.50404761904764
13524,310.20833333333337
1007,1050.725
12511,280.35
13952,280.0
8891,340.425
1386,517.3138906926406
6533,334.67351010101015
4149,288.25
6804,646.8775
11210,880.3
8274,802.58
7825,1048.6226190476189
12267,537.7910714285714
13730,201.85
6351,695.49
11137,432.26636904761904
14066,841.2443452380953
7318,369.2104166666666
2190,231.41666666666663
13811,178.73833333333334
4247,733.1036111111109
12941,379.28
4516,1249.5
8128,234.490625
4606,217.09166666666667
3612,320.9910714285714
5982,1158.45
1351,538.76375
13487,381.23458333333326
13183,679.2
5529,1278.7624999999998
13920,240.28125
10882,426.7714880952383
5689,465.02261904761906
11470,265.06666666666666
11797,292.56666666666666
4507,200.49166666666667
1394,563.3958333333334
6741,310.05
389,1129.0833333333335
3657,573.6625
8664,431.45
13620,886.0061904761906
8020,433.5873333333333
1936,658.1425
4665,320.3321130952382
4456,938.01
3782,1143.25
6721,491.73333333333335
7820,302.66
305,275.33375
8803,850.7279166666667
13746,1220.87
12032,432.05
312,666.41
13334,445.86791666666664
13748,311.825
2146,243.5875
3234,648.3133333333334
358,360.2044047619048
606,288.1691666666667
13035,287.3
6139,417.3964556277058
13847,178.73833333333334
13936,347.355
477,231.1
9441,553.5291666666667
13868,741.95
4748,423.96995886058386
4339,541.8658333333334
14060,1046.0794444444446
3502,1261.9291666666666
4897,754.1
6404,309.475
9555,433.2389287101788
7482,527.3498809523811
3998,607.8976190476191
10403,389.8921428571428
3945,472.3458333333333
8765,1237.45
10039,338.8805555555555
3964,908.2790674603175
11807,960.5250000000001
9314,1107.25
4920,1046.8
5222,388.26051587301583
3194,516.6304166666667
7276,598.2916666666667
1745,883.02
1660,1183.875
12548,458.4623809523809
994,377.65888888888895
6885,401.7690476190476
4642,276.78333333333336
11599,498.285
13563,378.88705663780667
6024,1445.5708333333332
8516,600.6583333333333
7656,552.1416666666665
10128,1157.835
11206,498.375
4105,420.4776767676769
8979,1236.07
7707,406.6291865079365
249,541.0288333333333
8179,698.25
13450,416.0004166666667
12846,214.05624999999998
6238,381.0825
697,600.6443452380952
4047,1800.725
863,335.6402564102564
7268,485.18666666666667
10828,806.2041666666665
2178,481.4888095238096
6177,182.18000000000004
7989,544.8
1431,343.56416666666667
1321,511.2615844792463
9330,335.58178571428573
2443,263.55
11069,741.8493333333334
13039,185.6990476190476
519,381.15357142857147
3878,956.4175
71,1343.3
7069,908.0466666666666
10948,563.335
3624,622.9518571428572
6204,903.1
3434,499.5683333333334
12103,464.9109243534242
7262,532.9816666666667
4640,325.6130555555556
2663,300.7
7106,644.4333333333334
42,486.95
2656,907.5029761904761
2612,475.70452380952395
5804,644.8470238095238
6088,388.9375
5147,391.625
13272,505.7566666666667
1352,536.7666666666667
2040,172.22
5565,423.96995886058386
7677,928.475
5383,925.0666666666667
2849,295.2076785714286
7208,443.8083333333333
1311,537.849880952381
4107,284.3
10623,1354.375
1483,1262.75
1656,363.09142857142854
1945,710.2985714285714
13945,241.62708333333333
5884,447.7033333333334
13461,1017.2141666666668
5260,214.00117424242424
5126,1145.7958333333333
11724,1387.7
12447,361.2041666666667
8969,256.3666666666667
1534,245.04029761904766
7626,622.9518571428572
11530,374.3
218,350.0
12371,220.575
3911,858.8750000000001
8798,1121.3541666666667
3527,590.1875
2629,439.06666666666666
7043,307.18
3670,383.66166666666663
12326,198.6325
2596,439.06666666666666
6827,391.625
901,440.49821428571425
185,485.85
3017,251.85833333333335
11221,556.34
11791,377.06180555555557
12139,724.585
9620,269.0089285714286
11455,653.95
593,534.4375
5702,775.65
12123,324.17500000000007
3903,904.57
539,480.02458333333334
12584,591.4225
9878,486.685
14042,465.93333333333345
11076,987.125
11680,423.1208333333333
5554,411.54591269841274
5149,1030.2325
3773,343.9672619047619
395,457.76250000000005
6840,1797.25
7008,424.29107142857146
8407,4056.86
9415,474.1004761904762
7661,216.1575
4338,1038.725
2158,477.1058333333333
5197,835.325
5668,1301.8958333333335
2426,1308.425
9100,253.1016666666667
10008,358.5033333333333
8757,638.6809523809524
5351,424.73790945165945
6217,247.66666666666669
13684,788.35
2352,718.0616666666666
13875,469.625
8486,1148.675
13534,373.9411607142858
4619,806.66
4901,624.785
10285,239.65380952380954
466,819.67
10888,2545.8
114,386.587619047619
4449,989.42
12948,1032.625
4376,324.5972619047619
10246,931.275
10357,401.0158333333334
36,280.325
3661,442.0272916666667
12301,325.5416666666667
13157,835.4069999999999
4950,354.8458333333333
8720,318.83857142857147
2324,149.51666666666665
2857,294.6276785714286
13106,1250.5
14017,1076.25
869,342.95
8758,281.9314583333333
2345,750.6070833333333
3943,804.4975000000002
9344,537.887380952381
5461,431.7225
7771,563.82
7984,282.11754689754696
6347,876.0416666666665
11733,353.89333333333326
2949,333.7
3064,1133.5416666666667
2055,319.83333333333337
9698,479.2479166666667
12011,322.63154761904764
13128,761.17
13908,302.1
6970,535.375
1373,418.425
2022,259.2166666666667
2367,385.69125
6486,371.35
11837,296.77208333333334
5971,334.6315891053392
13604,214.93
12066,444.195
6511,356.8375
9621,379.2793452380952
13592,462.23507936507923
11922,703.5
11931,657.795
11228,324.22333333333336
12156,1708.75
10492,214.0302380952381
11860,322.6633333333334
5717,368.36833333333334
1624,516.75
10946,557.4858333333334
10331,432.26636904761904
7392,1146.4825
7368,275.39166666666665
10782,1538.25
1702,244.35
4873,527.0963690476191
7285,1219.8460317460317
2616,1010.75
10910,403.50666666666666
6642,382.77021645021637
13782,382.025
1027,355.05
1684,475.3425595238095
9211,292.02
4707,354.8759523809524
10052,402.6858928571429
10602,404.37958333333336
9614,1088.465
7673,668.825
8870,349.66666666666674
1003,811.1483333333334
9472,800.845
9231,926.325
13096,364.41181547619055
11657,360.475
8411,1353.75
1218,382.77021645021637
4036,1022.97
5647,1813.5
8002,1051.25
3211,473.4875
168,500.21458333333334
4058,1207.11
13442,208.34166666666667
7533,239.5547916666667
12252,412.26666666666665
8608,349.74166666666673
4696,622.0294795482295
6390,454.4411525974025
13777,555.76
4340,953.77
7796,226.02666666666667
2859,513.1
12119,330.27
8510,1231.3375
6651,985.5380952380953
2532,1385.1
9845,577.8721666666668
4863,1972.5
5404,261.46797619047624
3882,368.09
11282,189.98333333333335
3488,393.10833333333335
3387,288.845
3756,399.86476190476196
10262,1030.5533333333335
2895,495.4466666666667
1200,2587.25
11110,331.375
248,392.70113095238094
6128,406.37380952380937
4302,657.835
7900,292.675
5513,159.71458333333334
13881,463.65
512,1456.25
2877,417.42628968253956
8741,196.355
6180,1103.5333333333333
13269,304.25833333333344
13695,558.86
8910,556.2997023809525
1808,1065.9725
12661,7753.9
10467,365.8119047619048
4129,374.2383333333333
8224,460.40666666666664
6655,532.5894999999999
4852,476.5362357087353
11168,359.44
136,280.325
432,278.3035714285714
4099,303.975
3669,355.70416666666665
13843,467.79375
13882,311.8460714285714
2799,438.46916666666664
9841,1485.0
4418,412.86805555555554
4966,397.29868849206355
8130,531.9525
7592,620.0103571428573
4992,1084.1583333333333
11256,468.175
6701,1879.25
5225,537.887380952381
5768,575.8146428571429
3577,255.3777380952381
3147,390.71
7203,427.9220833333334
9859,678.235
5285,442.745
8204,335.2316666666666
13049,417.1
5307,488.0728571428572
4094,289.22416666666663
5226,437.25833333333327
2456,533.27
13637,573.43
2860,1102.625
1587,382.5949404761905
9105,3395.175
7943,320.54166666666663
6593,660.2583333333334
6483,377.2
12778,218.2375
938,592.325
2597,281.2035714285714
834,491.99
7022,1382.2125
6399,344.11570553221287
9082,408.50833333333327
873,379.45
12437,466.9916666666666
5407,348.8416666666667
9402,732.5083333333334
1176,1246.95
10781,447.31958333333336
13000,388.5350757575758
4238,259.70416666666665
2677,1768.1975
5457,230.327380952381
6114,388.2583333333334
1084,479.35
11636,299.4
1685,358.4833333333333
11844,530.5533333333334
4794,1364.51
5932,729.2
412,307.26666666666665
1198,1197.1
1484,1429.25
13276,351.86
7448,381.40880952380957
1369,765.57
12196,225.7458333333333
7239,452.075
6631,555.9486666666668
721,461.7915764790764
6909,563.5354166666666
9144,706.3616666666666
1434,292.2421428571428
12253,1126.71
9469,1732.0
5791,411.258630952381
4388,671.0558134920634
13017,611.025
2474,307.1583333333333
9856,1045.52
12665,460.7375
9364,149.8
2702,155.09166666666667
300,313.575
8426,314.72023809523813
10615,287.29833333333335
7380,1645.5
4124,529.57375
13825,1748.5
10346,325.6333333333333
12848,255.3777380952381
1399,393.1385616466868
12604,507.2425
3215,420.0666666666667
2418,272.50446428571433
5937,330.6725
11409,359.5291666666667
6214,219.8875
5382,274.4708333333333
13679,962.6291666666667
4309,335.46666666666664
1374,186.6
5247,311.4783333333333
1191,337.0917424242424
6434,882.765
10657,695.05
120,396.25
4609,752.34
9691,904.55
8078,160.80166666666662
5262,931.0583333333333
11806,434.15
11117,249.64791666666667
12859,402.05833333333334
10514,451.895
7600,695.65
9799,421.8319264069263
13153,606.6694047619046
658,438.40833333333336
124,1200.25
7965,2039.0
3335,367.7008333333334
9975,267.975
13294,705.3383333333335
13949,420.275
11571,576.835
11232,711.1041666666665
3450,684.7291666666667
10319,826.45
8026,287.35
1327,632.56
705,709.4
13505,208.5983928571429
9645,267.1874025974025
11413,324.17500000000007
12322,296.7
7691,1159.275
10595,430.7011111111111
2168,1565.5
151,550.525
9725,1071.2410714285716
8652,865.875
3979,426.13838712370284
7061,289.67083333333335
8621,400.63706619769107
6823,406.693005952381
6551,1348.5
9895,240.80833333333337
4227,712.4666666666667
9114,249.55726190476196
12838,346.5979166666667
7325,390.65875
12585,315.39833333333337
9393,272.50446428571433
4833,300.105
12241,1162.9630952380953
1731,2588.45
3835,544.6330357142858
5569,401.025
2513,360.7294047619048
9630,451.9857404540765
3308,353.96857142857147
10975,338.08
13054,259.12416666666667
1714,676.3429761904763
9316,531.9521428571429
2255,321.0850793650793
8049,287.76458333333335
2100,322.50404761904764
3022,695.9316666666667
2123,650.45
11336,619.3
6742,317.45833333333337
4636,944.875
9280,303.34166666666664
13815,400.4191666666666
8845,392.9775000000001
34,1136.8
4683,765.6295238095238
13417,237.41297619047617
10389,445.02803571428575
3044,386.17212454212444
4851,775.24375
13071,1306.5
11967,207.0875
4715,1097.3166666666666
13728,279.35041666666666
926,362.875
7894,596.33
5118,465.702261904762
909,288.1691666666667
9563,420.4776767676769
8425,375.91124999999994
8012,548.2267857142857
12360,4990.75
10448,411.305
7587,210.76666666666668
9682,939.4133333333334
8262,377.75
6926,617.9552777777778
9977,385.1046428571429
8065,438.35
2472,489.192619047619
5997,327.95833333333326
765,429.9666666666667
3947,325.3291666666666
9894,267.375
1086,443.17083333333335
7802,364.575
12335,1967.5
7338,1005.65
10965,451.04
10591,430.75083333333333
979,354.32749999999993
10273,2233.3
11467,325.4472023809524
5845,726.2041666666665
2630,281.2035714285714
51,1200.25
9146,421.01693292818294
7500,627.485
8881,279.8576190476191
4537,1028.8425
7200,291.32537878787883
9055,326.5733333333333
4330,364.0591666666667
8824,400.60479166666664
1409,373.4
4514,192.29952380952378
13539,299.2308333333333
9846,921.5750000000002
10418,519.3375
6516,311.44273809523804
